method,time_h,time_days,cumulative_injection_m3
Flood MAR,28.550000000000,1.189583333333,1220.230892747
Flood MAR,28.600000000000,1.191666666667,1222.128552870
Flood MAR,28.650000000000,1.193750000000,1224.026169851
Flood MAR,28.700000000000,1.195833333333,1225.923743693
Flood MAR,28.750000000000,1.197916666667,1227.821274395
Flood MAR,28.800000000000,1.200000000000,1229.718761956
Flood MAR,28.850000000000,1.202083333333,1231.616206377
Flood MAR,28.900000000000,1.204166666667,1233.513607658
Flood MAR,28.950000000000,1.206250000000,1235.410965799
Flood MAR,29.000000000000,1.208333333333,1237.308280799
Flood MAR,29.004722222222,1.208530092593,1237.487469431
Flood MAR,29.050000000000,1.210416666667,1239.205555718
Flood MAR,29.100000000000,1.212500000000,1241.102794920
Flood MAR,29.150000000000,1.214583333333,1242.999998441
Flood MAR,29.200000000000,1.216666666667,1244.897166279
Flood MAR,29.250000000000,1.218750000000,1246.794298436
Flood MAR,29.300000000000,1.220833333333,1248.691394910
Flood MAR,29.350000000000,1.222916666667,1250.588455702
Flood MAR,29.400000000000,1.225000000000,1252.485480811
Flood MAR,29.450000000000,1.227083333333,1254.382470239
Flood MAR,29.500000000000,1.229166666667,1256.279423984
Flood MAR,29.550000000000,1.231250000000,1258.176342047
Flood MAR,29.600000000000,1.233333333333,1260.073224428
Flood MAR,29.650000000000,1.235416666667,1261.970071127
Flood MAR,29.700000000000,1.237500000000,1263.866882143
Flood MAR,29.750000000000,1.239583333333,1265.763657478
Flood MAR,29.800000000000,1.241666666667,1267.660397130
Flood MAR,29.850000000000,1.243750000000,1269.557101100
Flood MAR,29.900000000000,1.245833333333,1271.453769388
Flood MAR,29.950000000000,1.247916666667,1273.350401993
Flood MAR,30.000000000000,1.250000000000,1275.246998917
Flood MAR,30.004722222222,1.250196759259,1275.426120116
Flood MAR,30.050000000000,1.252083333333,1277.143561153
Flood MAR,30.100000000000,1.254166666667,1279.040090122
Flood MAR,30.150000000000,1.256250000000,1280.936585835
Flood MAR,30.200000000000,1.258333333333,1282.833048293
Flood MAR,30.250000000000,1.260416666667,1284.729477494
Flood MAR,30.300000000000,1.262500000000,1286.625873439
Flood MAR,30.350000000000,1.264583333333,1288.522236128
Flood MAR,30.400000000000,1.266666666667,1290.418565561
Flood MAR,30.450000000000,1.268750000000,1292.314861738
Flood MAR,30.500000000000,1.270833333333,1294.211124659
Flood MAR,30.550000000000,1.272916666667,1296.107354324
Flood MAR,30.600000000000,1.275000000000,1298.003550733
Flood MAR,30.650000000000,1.277083333333,1299.899713886
Flood MAR,30.700000000000,1.279166666667,1301.795843783
Flood MAR,30.750000000000,1.281250000000,1303.691940423
Flood MAR,30.800000000000,1.283333333333,1305.588003808
Flood MAR,30.850000000000,1.285416666667,1307.484033937
Flood MAR,30.900000000000,1.287500000000,1309.380030810
Flood MAR,30.950000000000,1.289583333333,1311.275994427
