elevation_m,O2_0h_g_cm3,O2_241.22028h_g_cm3,O2_481.21944h_g_cm3,O2_721.21944h_g_cm3,O2_961.21944h_g_cm3,O2_1201.2194h_g_cm3,O2_1441.2194h_g_cm3,O2_1681.2194h_g_cm3,O2_1921.2194h_g_cm3,O2_2161.2194h_g_cm3,O2_2401.2194h_g_cm3,O2_2641.2194h_g_cm3,O2_2881.2222h_g_cm3,O2_3121.2222h_g_cm3,O2_3361.2222h_g_cm3,O2_3601.2222h_g_cm3,O2_3841.2222h_g_cm3,O2_4081.2222h_g_cm3,O2_4321.2222h_g_cm3,O2_4561.2222h_g_cm3,O2_4801.2222h_g_cm3,O2_5041.2222h_g_cm3,O2_5281.2222h_g_cm3,O2_5521.2222h_g_cm3,O2_5760h_g_cm3
9.200000000000001066e+00,6.978808414714876562e-06,2.350039180540469471e-06,6.931003008649331974e-07,2.905785348540934181e-07,1.426189224655662296e-07,2.799811147812951445e-08,1.006458358243958830e-08,8.614176348217891689e-09,6.599827321645668799e-09,5.092192381593564922e-09,4.256884806656971071e-09,3.880645737381888039e-09,3.798084994959029123e-09,3.908363267586301679e-09,4.152208777302246819e-09,4.494403325289243073e-09,4.913128582916836384e-09,5.394023548821691398e-09,5.926945098304406902e-09,6.504339464410445520e-09,7.120193352279154554e-09,7.769406588214471777e-09,8.447582427617651356e-09,9.150821012852169413e-09,9.871915063171976966e-09
9.250000000000000000e+00,6.978808414714877409e-06,2.346058082593969211e-06,6.918848721095926863e-07,2.872151633879853245e-07,1.406504488271587115e-07,2.761489421867005088e-08,1.041955551206314107e-08,9.044914948852072941e-09,6.942845371952027669e-09,5.390411523700801872e-09,4.536757376526232134e-09,4.158410199712165938e-09,4.085073883403385572e-09,4.212813531211400901e-09,4.480294959053293250e-09,4.850876075816415367e-09,5.301738570827274885e-09,5.817764533236278070e-09,6.388237177064473015e-09,7.005138398498048429e-09,7.662075907082898201e-09,8.353633905952422120e-09,9.075130611157303740e-09,9.822433078608238462e-09,1.058789862525346115e-08
9.300000000000000711e+00,6.978808414714876562e-06,2.341872654714429183e-06,6.908122707492446401e-07,2.842974685601336218e-07,1.388175103186989939e-07,2.726741495298922659e-08,1.085237896920275079e-08,9.520765285675029404e-09,7.326106710710795133e-09,5.729633641688986877e-09,4.859009587130498656e-09,4.480686651331444731e-09,4.419412859578529625e-09,4.568006973255263600e-09,4.862933602841586869e-09,5.266006237423046494e-09,5.753311299516330393e-09,6.308904853912359048e-09,6.921441665004894748e-09,7.582386625427132156e-09,8.284933549260870017e-09,9.023328480546723325e-09,9.792582402101412279e-09,1.058831067637481183e-08,1.140240518603923134e-08
9.349999999999999645e+00,6.978808414714876562e-06,2.337687226834889155e-06,6.897396693888965939e-07,2.813797737322820780e-07,1.369845718102393292e-07,2.691993568730841553e-08,1.128520242634234231e-08,9.996615622497969323e-09,7.709368049469549362e-09,6.068855759677160301e-09,5.181261797734753597e-09,4.802963102950710288e-09,4.753751835753661269e-09,4.923200415299113065e-09,5.245572246629867253e-09,5.681136399029661905e-09,6.204884028205367703e-09,6.800045174588421001e-09,7.454646152945297454e-09,8.159634852356197684e-09,8.907791191438818672e-09,9.693023055140999714e-09,1.051003419304549766e-08,1.135418827414135708e-08,1.221691174682497009e-08
9.400000000000000355e+00,6.978808414714876562e-06,2.333501798955348703e-06,6.886670680285484418e-07,2.784620789044303754e-07,1.351516333017796381e-07,2.657245642162759123e-08,1.171802588348195037e-08,1.047246595932092579e-08,8.092629388228315999e-09,6.408077877665345307e-09,5.503514008339020946e-09,5.125239554569988254e-09,5.088090811928806149e-09,5.278393857342974937e-09,5.628210890418161700e-09,6.096266560636293859e-09,6.656456756894423211e-09,7.291185495264501979e-09,7.987850640885718359e-09,8.736883079285281410e-09,9.530648833616790488e-09,1.036271762973530257e-08,1.122748598398960785e-08,1.212006587190793211e-08,1.303141830761073862e-08
9.450000000000001066e+00,6.978808414714875715e-06,2.328781206858541431e-06,6.874486433170574875e-07,2.751929403673515076e-07,1.330987514582791454e-07,2.623548147881361749e-08,1.235713648031705195e-08,1.107955152510055076e-08,8.583329395290422975e-09,6.846099747149155198e-09,5.921537935674335222e-09,5.543892864502280685e-09,5.521804032507688666e-09,5.737535502262537326e-09,6.120412368856330131e-09,6.627272871337398200e-09,7.230671644178560020e-09,7.912015755985517822e-09,8.657945017715728345e-09,9.458293615751282752e-09,1.030494599267556345e-08,1.119107024818666540e-08,1.211072604626926447e-08,1.305874501340064467e-08,1.402556922025910505e-08
9.500000000000000000e+00,6.978808414714876562e-06,2.323760161855235508e-06,6.861578921568062606e-07,2.718208288244899535e-07,1.309115731160822531e-07,2.594964942119164087e-08,1.325866112987783418e-08,1.184757767130785972e-08,9.211995587602738390e-09,7.415142122648640625e-09,6.469075370829313510e-09,6.094492538465899106e-09,6.092654905717739943e-09,6.340890242982169167e-09,6.765174880532174445e-09,7.320047898745448170e-09,7.976421280331822222e-09,8.714486399342754393e-09,9.519959580897460425e-09,1.038197142305754119e-08,1.129183416520245837e-08,1.224223583023787888e-08,1.322685692162039088e-08,1.424021153370358329e-08,1.527215063261452824e-08
9.550000000000000711e+00,6.978808414714876562e-06,2.318715068742103726e-06,6.848661422860946939e-07,2.684304744633370288e-07,1.287208017463185571e-07,2.565612327029705214e-08,1.414693666792087265e-08,1.260818510926165404e-08,9.833708610102135467e-09,7.977257659474327687e-09,7.009559454208179383e-09,6.637767967551329262e-09,6.655800932707511780e-09,6.936082653863974794e-09,7.401264712954593435e-09,8.003605718832391338e-09,8.712386990617745070e-09,9.506595560924102504e-09,1.037103108640925281e-08,1.129412618835349445e-08,1.226662538408989192e-08,1.328073969168810177e-08,1.432977239026728225e-08,1.540792084999667157e-08,1.650444710268022930e-08
9.600000000000001421e+00,6.978808414714876562e-06,2.313669975628971521e-06,6.835743924153831273e-07,2.650401201021841570e-07,1.265300303765548082e-07,2.536259711940246341e-08,1.503521220596391277e-08,1.336879254721545001e-08,1.045542163260153254e-08,8.539373196300017230e-09,7.550043537587044430e-09,7.181043396636758590e-09,7.218946959697284443e-09,7.531275064745778767e-09,8.037354545377010770e-09,8.687163538919335334e-09,9.448352700903666263e-09,1.029870472250545061e-08,1.122210259192104519e-08,1.220628095364944440e-08,1.324141660297732382e-08,1.431924355313831969e-08,1.543268785891417197e-08,1.657563016628976315e-08,1.773674357274593367e-08
9.650000000000000355e+00,6.978808414714876562e-06,2.308624882515839316e-06,6.822826425446716665e-07,2.616497657410313911e-07,1.243392590067912181e-07,2.506907096850788791e-08,1.592348774400691981e-08,1.412939998516921620e-08,1.107713465510090646e-08,9.101488733125686921e-09,8.090527620965892933e-09,7.724318825722169720e-09,7.782092986687035601e-09,8.126467475627561233e-09,8.673444377799407426e-09,9.370721359006254514e-09,1.018431841118956264e-08,1.109081388408677060e-08,1.207317409743280780e-08,1.311843571894536457e-08,1.421620782186472264e-08,1.535774741458850122e-08,1.653560332756102695e-08,1.774333948258280841e-08,1.896904004281158840e-08
9.700000000000001066e+00,6.978808414714876562e-06,2.303579789402707535e-06,6.809908926739600998e-07,2.582594113798784664e-07,1.221484876370274956e-07,2.477554481761330249e-08,1.681176328204995993e-08,1.489000742312301217e-08,1.169884767760030519e-08,9.663604269951374810e-09,8.631011704344757980e-09,8.267594254807602357e-09,8.345239013676809092e-09,8.721659886509366860e-09,9.309534210221825589e-09,1.005427917909319851e-08,1.092028412147548549e-08,1.188292304566811871e-08,1.292424560294460019e-08,1.403059048424131783e-08,1.519099904075215784e-08,1.639625127603872410e-08,1.763851879620792163e-08,1.891104879887589669e-08,2.020133651287729277e-08
9.750000000000000000e+00,6.978808414714876562e-06,2.298534696289575330e-06,6.796991428032486390e-07,2.548690570187256476e-07,1.199577162672638790e-07,2.448201866671872368e-08,1.770003882009296697e-08,1.565061486107677836e-08,1.232056070009968076e-08,1.022571980677704285e-08,9.171495787723604829e-09,8.810869683893011832e-09,8.908385040666559421e-09,9.316852297391149325e-09,9.945624042644220590e-09,1.073783699918011604e-08,1.165624983176138187e-08,1.267503220724943870e-08,1.377531710845636279e-08,1.494274524953724131e-08,1.616579025963955335e-08,1.743475513748890728e-08,1.874143426485476999e-08,2.007875811516894526e-08,2.143363298294295082e-08
9.800000000000000711e+00,6.978808414714876562e-06,2.293489603176443548e-06,6.784073929325371783e-07,2.514787026575727229e-07,1.177669448975001698e-07,2.418849251582413826e-08,1.858831435813601040e-08,1.641122229903057433e-08,1.294227372259907784e-08,1.078783534360273404e-08,9.711979871102471530e-09,9.354145112978441160e-09,9.471531067656331258e-09,9.912044708272954952e-09,1.058171387506663875e-08,1.142139481926706169e-08,1.239221554204730471e-08,1.346714136883078846e-08,1.462638861396815683e-08,1.585490001483319457e-08,1.714058147852698855e-08,1.847325899893912686e-08,1.984434973350166136e-08,2.124646743146203353e-08,2.266592945300865188e-08
9.850000000000001421e+00,6.978809556162639152e-06,2.289270119880991311e-06,6.771156985343692929e-07,2.483175196008789154e-07,1.156149346197794392e-07,2.412412461385241802e-08,1.979472905941392754e-08,1.737981820726999353e-08,1.377089530013184373e-08,1.156057835444706245e-08,1.046938137104652140e-08,1.012366808732438217e-08,1.027270268718028366e-08,1.075882481287010414e-08,1.148418890965841507e-08,1.238692339602980511e-08,1.342622883234178495e-08,1.457356472858005354e-08,1.580807937834884575e-08,1.711386553639271968e-08,1.847816453321231034e-08,1.989022847814963350e-08,2.134106650564023888e-08,2.282291920769503890e-08,2.432140458664336556e-08
9.900000000000000355e+00,6.978812482712868181e-06,2.286310801863399884e-06,6.761977550207243443e-07,2.461688873478579813e-07,1.139547991004980396e-07,2.412835514243878101e-08,2.092825104127190316e-08,1.829716616369279136e-08,1.458139823994721320e-08,1.233386875543613187e-08,1.123904597804753018e-08,1.091382470922443995e-08,1.110107693698429171e-08,1.163832333888138337e-08,1.242422709340261642e-08,1.339437424275259259e-08,1.450612424132844567e-08,1.572951729417180374e-08,1.704267192451875380e-08,1.842880607686864708e-08,1.987455545041826788e-08,2.136865256283732551e-08,2.290164522557194280e-08,2.446542880816548900e-08,2.604489407731293085e-08
9.950000000000001066e+00,6.978815558122664664e-06,2.283455628568354671e-06,6.753223133514168845e-07,2.441245347605853744e-07,1.123487627840835159e-07,2.412951583984094196e-08,2.203839104174370347e-08,1.919881915033646711e-08,1.538002504129569583e-08,1.309722937162413662e-08,1.199981476842965809e-08,1.169559483103548159e-08,1.192125299499357132e-08,1.250960757373943903e-08,1.335589996361510270e-08,1.439321614394904857e-08,1.557709836045696439e-08,1.687619165330166569e-08,1.826759630539840953e-08,1.973365983856629084e-08,2.126042361891770249e-08,2.283611134277060198e-08,2.445080489815818382e-08,2.609606028616106180e-08,2.775604310588926725e-08
1.000000000000000000e+01,6.978818633532460300e-06,2.280600455273309457e-06,6.744468716821093188e-07,2.420801821733127675e-07,1.107427264676690451e-07,2.413067653724310292e-08,2.314853104221546737e-08,2.010047213698011309e-08,1.617865184264415530e-08,1.386058998781211820e-08,1.276058355881176119e-08,1.247736495284649676e-08,1.274142905300281950e-08,1.338089180859746491e-08,1.428757283382755754e-08,1.539205804514546816e-08,1.664807247958544341e-08,1.802286601243149125e-08,1.949252068627801562e-08,2.103851360026388827e-08,2.264629178741708747e-08,2.430357012270382551e-08,2.599996457074436859e-08,2.772669176415657835e-08,2.946719213446553747e-08
1.005000000000000071e+01,6.978820692893350497e-06,2.278165817598802363e-06,6.735775762000787860e-07,2.401190517441774791e-07,1.091725196363421008e-07,2.428205250322295094e-08,2.436239301879157110e-08,2.108768371767467261e-08,1.707453336332981871e-08,1.472987534506876213e-08,1.363529540882068765e-08,1.338117287286518178e-08,1.369191620654088524e-08,1.439091503255835731e-08,1.536646876315887169e-08,1.654661778453431638e-08,1.788313878515908607e-08,1.934187411975919084e-08,2.089781261057203269e-08,2.253155336519546196e-08,2.422789643710927809e-08,2.597408296631002040e-08,2.775918171579194062e-08,2.957412314829418421e-08,3.140157560277526631e-08
1.010000000000000142e+01,6.978820692893350497e-06,2.276266801976361196e-06,6.724941431652323605e-07,2.378232961472809903e-07,1.073722309961662042e-07,2.491075311181121889e-08,2.608658299502106094e-08,2.245704420056568041e-08,1.833982314581825441e-08,1.596742798177832689e-08,1.488533497766232987e-08,1.467347480605456925e-08,1.504820430684735223e-08,1.582672949760441365e-08,1.689282383831712475e-08,1.817132234506419053e-08,1.961151890620995358e-08,2.117748504807907973e-08,2.284286937625272941e-08,2.458726380857147227e-08,2.639463971132379660e-08,2.825165213238389308e-08,3.014678358385206039e-08,3.207063646369500458e-08,3.400499577048393365e-08
1.015000000000000036e+01,6.978820692893350497e-06,2.274264954811619885e-06,6.713371431719968037e-07,2.353641368465099899e-07,1.054736661656565907e-07,2.559557608779993820e-08,2.790820463559848184e-08,2.389417352553247425e-08,1.966104886735841462e-08,1.725484092363666473e-08,1.618225076090831390e-08,1.601160092075538585e-08,1.645049136972782287e-08,1.730948716405775778e-08,1.846757404551859456e-08,1.984619735374297279e-08,2.139208095530402344e-08,2.306741572601642095e-08,2.484447920392292842e-08,2.670181915182242537e-08,2.862255389841229896e-08,3.059269283308187370e-08,3.260017302329533137e-08,3.463522019386410606e-08,3.667873076331890136e-08
1.020000000000000107e+01,6.978820692893350497e-06,2.272263107646878996e-06,6.701801431787612468e-07,2.329049775457389631e-07,1.035751013351469243e-07,2.628039906378869059e-08,2.972982627617597223e-08,2.533130285049931772e-08,2.098227458889862777e-08,1.854225386549504888e-08,1.747916654415434756e-08,1.734972703545625209e-08,1.785277843260834975e-08,1.879224483051115816e-08,2.004232425272012723e-08,2.152107236242181461e-08,2.317264300439815948e-08,2.495734640395383166e-08,2.684608903159320022e-08,2.881637449507345457e-08,3.085046808550088073e-08,3.293373353377993372e-08,3.505356246273870162e-08,3.719980392403331342e-08,3.935246575615396171e-08
1.025000000000000000e+01,6.978820692893350497e-06,2.270261260482138108e-06,6.690231431855257958e-07,2.304458182449679362e-07,1.016765365046373373e-07,2.696522203977740989e-08,3.155144791675339643e-08,2.676843217546610825e-08,2.230350031043879129e-08,1.982966680735338671e-08,1.877608232740033160e-08,1.868785315015707200e-08,1.925506549548882369e-08,2.027500249696450229e-08,2.161707445992159372e-08,2.319594737110060349e-08,2.495320505349222604e-08,2.684727708189117950e-08,2.884769885926340585e-08,3.093092983832440435e-08,3.307838227258938640e-08,3.527477423447790772e-08,3.750695190218197921e-08,3.976438765420242152e-08,4.202620074898893603e-08
1.030000000000000071e+01,6.978820692893350497e-06,2.268259413317396796e-06,6.678661431922901331e-07,2.279866589441969094e-07,9.977797167412765763e-08,2.765004501576615236e-08,3.337306955733088020e-08,2.820556150043295172e-08,2.362472603197899782e-08,2.111707974921177087e-08,2.007299811064636857e-08,2.002597926485793823e-08,2.065735255836935057e-08,2.175776016341790598e-08,2.319182466712312308e-08,2.487082237977944531e-08,2.673376710258636207e-08,2.873720775982859020e-08,3.084930868693368097e-08,3.304548518157543686e-08,3.530629645967797148e-08,3.761581493517597436e-08,3.996034134162534284e-08,4.232897138437162227e-08,4.469993574182400300e-08
1.035000000000000142e+01,6.978820692893350497e-06,2.266257566152655908e-06,6.667091431990546821e-07,2.255274996434258561e-07,9.787940684361797798e-08,2.833486799175490144e-08,3.519469119790836397e-08,2.964269082539979188e-08,2.494595175351921098e-08,2.240449269107015502e-08,2.136991389389239892e-08,2.136410537955880446e-08,2.205963962124987415e-08,2.324051782987129974e-08,2.476657487432465244e-08,2.654569738845829044e-08,2.851432915168049480e-08,3.062713843776600091e-08,3.285091851460395608e-08,3.516004052482646275e-08,3.753421064676655656e-08,3.995685563587402777e-08,4.241373078106871308e-08,4.489355511454082963e-08,4.737367073465906997e-08
1.040000000000000036e+01,6.978820692893350497e-06,2.264541654048333598e-06,6.655596428422142401e-07,2.231206534621696990e-07,9.600775064871798511e-08,2.914892563916100785e-08,3.707457826059528849e-08,3.113925408385868377e-08,2.633338045336249379e-08,2.376335922563121148e-08,2.274329511506981165e-08,2.278364538100121000e-08,2.354823068978836526e-08,2.481439770807789424e-08,2.643717920588284033e-08,2.832102961549550373e-08,3.039981177169529273e-08,3.262629739416110672e-08,3.496589450012107742e-08,3.739192925723783998e-08,3.988325357495343622e-08,4.242264059012497559e-08,4.499531198323864115e-08,4.758960324018303511e-08,5.018196837832599735e-08
1.045000000000000107e+01,6.978820692893350497e-06,2.265038339449989822e-06,6.644681755113317848e-07,2.211186120558111382e-07,9.434431648840070196e-08,3.096301564092295662e-08,3.940532968197674231e-08,3.309572377289750862e-08,2.823309521028115952e-08,2.567514165926167623e-08,2.470837445473779579e-08,2.483317515177185744e-08,2.570465181524546385e-08,2.709339146133285054e-08,2.884951348191996497e-08,3.087371104368148867e-08,3.309718151462735088e-08,3.547067699661310573e-08,3.795811050561546975e-08,4.053175688963440669e-08,4.316960426128483055e-08,4.585371054262575869e-08,4.856885539556918380e-08,5.130293757452637697e-08,5.403152687748925249e-08
1.050000000000000000e+01,6.978820692893350497e-06,2.265389852929863006e-06,6.635003209185277971e-07,2.193568996065255662e-07,9.282960760343649745e-08,3.259676287151947289e-08,4.156016869971475711e-08,3.492416125231704361e-08,3.002549793024763001e-08,2.749143619302263017e-08,2.658462470764403954e-08,2.679726722375990033e-08,2.777698176864140298e-08,2.928831055926089858e-08,3.117687368482045122e-08,3.333991861150312097e-08,3.570616259745246681e-08,3.822447206998870811e-08,4.085734340605246743e-08,4.357606095268832836e-08,4.635781603858162102e-08,4.918397792772067203e-08,5.203890794409408255e-08,5.491009196871452333e-08,5.777225442693084127e-08
