elevation_m,O2_0h_g_cm3,O2_241.22028h_g_cm3,O2_481.21944h_g_cm3,O2_721.21944h_g_cm3,O2_961.21944h_g_cm3,O2_1201.2194h_g_cm3,O2_1441.2194h_g_cm3,O2_1681.2194h_g_cm3,O2_1921.2194h_g_cm3,O2_2161.2194h_g_cm3,O2_2401.2194h_g_cm3,O2_2641.2194h_g_cm3,O2_2881.2222h_g_cm3,O2_3121.2222h_g_cm3,O2_3361.2222h_g_cm3,O2_3601.2222h_g_cm3,O2_3841.2222h_g_cm3,O2_4081.2222h_g_cm3,O2_4321.2222h_g_cm3,O2_4561.2222h_g_cm3,O2_4801.2222h_g_cm3,O2_5041.2222h_g_cm3,O2_5281.2222h_g_cm3,O2_5521.2222h_g_cm3,O2_5760h_g_cm3
1.765000000000000213e+01,6.978846158745000139e-06,3.387773518743343684e-06,1.669358796275910065e-06,9.632734732221277939e-07,7.109413585368807576e-07,7.152483226139264131e-07,7.538518398749968842e-07,7.944302174196658555e-07,8.320661371888835049e-07,8.656257766258722540e-07,8.956732315073423946e-07,9.229355123701512307e-07,9.480143061277169839e-07,9.713925075243245713e-07,9.934179463495524695e-07,1.014314718624831214e-06,1.034251619538641522e-06,1.053360136744005545e-06,1.071721201727659515e-06,1.089391961079495798e-06,1.106415780842421669e-06,1.122821747261565974e-06,1.138640828234244073e-06,1.153895811193488610e-06,1.168527116576146109e-06
1.769999999999999929e+01,6.978846158745000139e-06,3.380601563436471136e-06,1.671830966136146695e-06,9.693224420456786517e-07,7.181452515920851225e-07,7.240596991164155794e-07,7.631341244552516840e-07,8.038639124687436946e-07,8.415077175559328691e-07,8.750137194482418840e-07,9.049884186516994581e-07,9.321777324812806844e-07,9.571902810616946212e-07,9.805116859053720315e-07,1.002489565515777932e-06,1.023347018546368118e-06,1.043251454657780913e-06,1.062333582833849761e-06,1.080672575535595263e-06,1.098324990309776625e-06,1.115333528886197006e-06,1.131726669822113209e-06,1.147534830366807569e-06,1.162779576132316007e-06,1.177402227164212875e-06
1.775000000000000000e+01,6.978846158745000139e-06,3.373706000278074717e-06,1.674232643679812903e-06,9.751709338336325810e-07,7.251311032323059985e-07,7.326010600388960864e-07,7.721160322145933756e-07,8.129834340922962378e-07,8.506291052703431351e-07,8.840785280447856693e-07,9.139799856401673656e-07,9.410957654161114665e-07,9.660410504761036512e-07,9.893042991474748171e-07,1.011234115362145689e-06,1.032051334327158960e-06,1.051922372974279200e-06,1.070976917983419240e-06,1.089292942685448403e-06,1.106926146995606466e-06,1.123917652335233222e-06,1.140297180901763188e-06,1.156093170240616685e-06,1.171327723894924818e-06,1.185941002901125767e-06
1.780000000000000071e+01,6.978846158744999292e-06,3.366820062786442809e-06,1.676667355302753536e-06,9.810693830261142589e-07,7.322079630110080791e-07,7.412405122011920201e-07,7.811854391641624441e-07,8.221841248922259124e-07,8.598262553213364122e-07,8.932147690931553904e-07,9.230393625126607097e-07,9.500782441163331767e-07,9.749534615793186948e-07,9.981559258854460242e-07,1.020035184695244558e-06,1.040809927483888919e-06,1.060645595597526866e-06,1.079670519799240287e-06,1.097961891639528348e-06,1.115574004808309032e-06,1.132546957930861402e-06,1.148911225837623132e-06,1.164693314055076769e-06,1.179916343111132856e-06,1.194518594227373144e-06
1.785000000000000142e+01,6.978846158744999292e-06,3.359532906091658197e-06,1.679313638995180580e-06,9.874156062330244076e-07,7.398531749416355924e-07,7.505436842412337318e-07,7.909352485395742623e-07,8.320688696176568344e-07,8.697018865213796673e-07,9.030227252480705730e-07,9.327621213760544783e-07,9.597157567250598628e-07,9.845143168658621774e-07,1.007650796468131528e-06,1.029473250040677490e-06,1.050200551898460243e-06,1.069997217403292810e-06,1.088988548452861758e-06,1.107252134551757451e-06,1.124839200044130326e-06,1.141791706236374500e-06,1.158137430374314673e-06,1.173902929477602314e-06,1.189110762413162392e-06,1.203699540194126648e-06
1.790000000000000213e+01,6.978846158745000139e-06,3.352262768256812460e-06,1.681949233535866414e-06,9.937422459276748721e-07,7.474634180087644702e-07,7.598072950074472264e-07,8.006476314546656821e-07,8.419177895845492798e-07,8.795437006657055615e-07,9.127978787431069806e-07,9.424535794182945532e-07,9.693231771789012834e-07,9.940458411935255202e-07,1.017116898846865726e-06,1.038883389141367583e-06,1.059563915087055142e-06,1.079321801465729182e-06,1.098280506760413394e-06,1.116516427691066869e-06,1.134079252397382954e-06,1.151011656219381963e-06,1.167339090499278651e-06,1.183088507768011628e-06,1.198281893222637626e-06,1.212857167908565036e-06
1.794999999999999929e+01,6.978846158745000139e-06,3.345081606581713366e-06,1.684584757005345848e-06,1.000029876817973697e-06,7.550339440789299894e-07,7.690181416816563484e-07,8.102945024424532294e-07,8.516939012985022866e-07,8.893091752940732549e-07,9.224937969746939443e-07,9.520638771086697727e-07,9.788478035004420254e-07,1.003493546521739572e-06,1.026497807312881291e-06,1.048207519654603831e-06,1.068840063197025155e-06,1.088557918601063757e-06,1.107483605553560716e-06,1.125690676996756325e-06,1.143228730237015859e-06,1.160140195953359859e-06,1.176448298319841914e-06,1.192180997555274343e-06,1.207359484703966820e-06,1.221920365943358354e-06
1.800000000000000000e+01,6.978846158745000986e-06,3.338073625607682824e-06,1.687204818204551496e-06,1.006226970630850232e-06,7.625229745205702663e-07,7.781204367561732339e-07,8.198084364138185532e-07,8.613238257939940116e-07,8.989217759173074446e-07,9.320317002052597350e-07,9.615127354664330458e-07,9.882080664743955772e-07,1.012775052326261413e-06,1.035710101830523213e-06,1.057361746730861711e-06,1.077944364138969179e-06,1.097620315854475596e-06,1.116511494137078945e-06,1.134687857132589892e-06,1.152199960547966387e-06,1.169088736032045549e-06,1.185376200307269643e-06,1.201091222464301272e-06,1.216253247198123152e-06,1.230799081249154620e-06
1.805000000000000071e+01,6.978846158745000139e-06,3.330662468069120377e-06,1.690093146183095958e-06,1.012949779628724942e-06,7.706818963035154749e-07,7.879879063936821515e-07,8.301067472921219883e-07,8.717427816013835714e-07,9.093181853058400122e-07,9.423464461664188822e-07,9.717296519444411386e-07,9.983296174394373119e-07,1.022809287786940293e-06,1.045668057168224620e-06,1.067255219755913600e-06,1.087783290203294618e-06,1.107411402561867703e-06,1.126260938335849929e-06,1.144401762479673954e-06,1.161883339525837486e-06,1.178744667161455036e-06,1.195008388413978387e-06,1.210701481111593713e-06,1.225844055147753902e-06,1.240371636785641734e-06
1.810000000000000142e+01,6.978846158745000139e-06,3.323250512554738884e-06,1.692981986868995467e-06,1.019673591080402248e-06,7.788420782008584302e-07,7.978568227503946257e-07,8.404065430836604376e-07,8.821632311278745791e-07,9.197160779487656703e-07,9.526626627563158016e-07,9.819480218992742297e-07,1.008452608667897541e-06,1.032844947817038003e-06,1.055627424407896402e-06,1.077150092062726651e-06,1.097623606459167623e-06,1.117203868703912041e-06,1.136011749581379656e-06,1.154117026400515108e-06,1.171568068342114206e-06,1.188401940205535903e-06,1.204641911990937455e-06,1.220313066875007856e-06,1.235436185344910898e-06,1.249945507673862249e-06
1.815000000000000213e+01,6.978846158745000139e-06,3.315951927200437104e-06,1.695837912438132047e-06,1.026311843822794780e-06,7.869143696296380931e-07,8.076138678469684821e-07,8.505832592665641277e-07,8.924553879439106275e-07,9.299824249994484514e-07,9.628457228078845291e-07,9.920320290740734793e-07,1.018439985081055711e-06,1.042744309195975147e-06,1.065450457215286518e-06,1.086907542869587066e-06,1.107325908232715879e-06,1.126858223480885095e-06,1.145625187263185081e-06,1.163695027656394032e-06,1.181114728400592445e-06,1.197921451292380519e-06,1.214136775438214447e-06,1.229785983466101839e-06,1.244888758919415744e-06,1.259380141845989641e-06
1.819999999999999929e+01,6.978846158745000986e-06,3.309132343325225409e-06,1.698623151131347647e-06,1.032649511041823309e-06,7.946242304982907384e-07,8.169173334633291917e-07,8.602642280774695138e-07,9.022349814805757523e-07,9.397285705639415781e-07,9.725062167960641186e-07,1.001592189517748688e-06,1.027903780937460372e-06,1.052120894197531300e-06,1.074751573880123825e-06,1.096143277812591472e-06,1.116506425664711579e-06,1.135991274270549218e-06,1.154718248368834412e-06,1.172753230536443522e-06,1.190141576909266034e-06,1.206920743331315249e-06,1.223111799026486627e-06,1.238740257958772600e-06,1.253821876802681153e-06,1.268294736077821745e-06
1.825000000000000000e+01,6.978846158745000139e-06,3.302039455470624610e-06,1.701634015716684083e-06,1.039402112282771561e-06,8.028559655361621196e-07,8.268128059485088054e-07,8.705490997156888261e-07,9.126185191393192412e-07,9.500742924710364398e-07,9.827590122561725248e-07,1.011738945706254288e-06,1.037947257087737634e-06,1.062071274503676227e-06,1.084620852759226548e-06,1.105942376199490717e-06,1.126245489017716394e-06,1.145678935560512857e-06,1.164362223779164110e-06,1.182358790198804256e-06,1.199712672734472796e-06,1.216461880597922164e-06,1.232625711252807200e-06,1.248229920408911378e-06,1.263287887412200156e-06,1.277740331706605196e-06
1.830000000000000071e+01,6.978846158745000986e-06,3.294664484808334873e-06,1.704908701461391642e-06,1.046607646493178856e-06,8.116637839896189944e-07,8.373566456869363958e-07,8.814839657839297463e-07,9.236434974262763822e-07,9.610490910830815222e-07,9.936263375235462319e-07,1.022487938579519644e-06,1.048580425147108490e-06,1.072600101209580044e-06,1.095058873505216085e-06,1.116302212173879123e-06,1.136537144898579244e-06,1.155912919360560518e-06,1.174545329078206700e-06,1.192498113033994875e-06,1.209812910789968417e-06,1.226527358663724175e-06,1.242660116387937419e-06,1.258234308619963129e-06,1.273266930053599451e-06,1.287694863326884067e-06
1.835000000000000142e+01,6.978846158744999292e-06,3.287340263800993214e-06,1.708107382346948182e-06,1.053700613143660989e-06,8.203362839362990119e-07,8.477485579313051130e-07,8.922686513746063680e-07,9.345211458529812931e-07,9.718803109875149540e-07,1.004354407626220950e-06,1.033101297746894859e-06,1.059081077859892410e-06,1.082999404903531744e-06,1.105370149561648346e-06,1.126537562347700273e-06,1.146706193357968495e-06,1.166025994572722591e-06,1.184609520971747825e-06,1.202519576021241040e-06,1.219796513884390813e-06,1.236477414425444699e-06,1.252580367170818294e-06,1.268125495961562208e-06,1.283133787340131694e-06,1.297538081746815223e-06
1.840000000000000213e+01,6.978846158745000139e-06,3.279607197750278141e-06,1.711450729332811037e-06,1.061130563451507634e-06,8.294012429481109846e-07,8.585833991127957223e-07,9.035031542164446750e-07,9.458422313499093082e-07,9.831433428622969583e-07,1.015501674344634193e-06,1.044120808258350106e-06,1.069975659513124756e-06,1.093781637363788581e-06,1.116054481236816800e-06,1.137136798972331310e-06,1.157230706824147719e-06,1.176486751787629668e-06,1.195014707919373670e-06,1.212875017006319893e-06,1.230107833132338121e-06,1.246749432407394917e-06,1.262817273216516744e-06,1.278328294614037098e-06,1.293307322012742398e-06,1.307683363671904535e-06
1.844999999999999929e+01,6.978846158745000139e-06,3.265459475940017227e-06,1.718052142778378541e-06,1.075053874891200903e-06,8.461055388385191126e-07,8.780265376264289528e-07,9.234096443314624819e-07,9.656998938951245736e-07,1.002721117140251712e-06,1.034718687179892373e-06,1.062971286237850506e-06,1.088481952181691535e-06,1.111975133725865528e-06,1.133968758962014947e-06,1.154803070825925161e-06,1.174675781169321545e-06,1.193733541754746077e-06,1.212081102057984976e-06,1.229778396033360442e-06,1.246861296522202878e-06,1.263364779961431817e-06,1.279304072691719850e-06,1.294695971899874002e-06,1.309561916613246822e-06,1.323832099275498744e-06
1.850000000000000000e+01,6.978846158744999292e-06,3.246041552391721702e-06,1.727561674019231119e-06,1.094697851000157987e-06,8.694567128360638596e-07,9.049781305092420187e-07,9.509640366497633839e-07,9.931441049609217904e-07,1.029736598021331521e-06,1.061196889362512887e-06,1.088905154341382360e-06,1.113903345947218098e-06,1.136928652417449637e-06,1.158502681883589078e-06,1.178960612516973761e-06,1.198495070941180820e-06,1.217247443313263078e-06,1.235318393757844157e-06,1.252762469854999939e-06,1.269611325776970604e-06,1.285898542908930355e-06,1.301636288824545369e-06,1.316839714192404275e-06,1.331525919341746221e-06,1.345627363209944239e-06
1.855000000000000071e+01,6.978846158745000139e-06,3.225442989305711607e-06,1.737722686744116990e-06,1.115623380117191308e-06,8.942969317479675127e-07,9.336117800828671442e-07,9.802317249993373496e-07,1.022287867501866249e-06,1.058418286558601871e-06,1.089301755506110240e-06,1.116425855522127518e-06,1.140873872396500187e-06,1.163396562784111711e-06,1.184519548956634798e-06,1.204572339493715183e-06,1.223742323270972756e-06,1.242165313846760206e-06,1.259938100402358578e-06,1.277108751244421840e-06,1.293704715893909922e-06,1.309758159317354753e-06,1.325278005117603731e-06,1.340277420370625135e-06,1.354768953368843317e-06,1.368687572004114187e-06
1.860000000000000142e+01,6.978846158745000139e-06,3.205234196152562270e-06,1.750237989010435914e-06,1.139815829964949260e-06,9.227066176038074815e-07,9.662582718506244723e-07,1.013630232787896600e-06,1.055573583208778265e-06,1.091204467263066657e-06,1.121452758374220558e-06,1.147929622778636454e-06,1.171763914399514434e-06,1.193724814660072570e-06,1.214341620597791974e-06,1.233938872582347362e-06,1.252698534976095639e-06,1.270749495520259112e-06,1.288183662337306765e-06,1.305042219220611790e-06,1.321349356452863892e-06,1.337136444554299352e-06,1.352407289585372649e-06,1.367172412674439708e-06,1.381441788917132535e-06,1.395150070290770037e-06
1.865000000000000213e+01,6.978846158745000139e-06,3.193008580050899864e-06,1.764729593400903559e-06,1.164904741589327621e-06,9.515417928991567059e-07,9.990883016318886028e-07,1.047605118835417023e-06,1.089797182643528702e-06,1.125239612257233270e-06,1.155109070957279195e-06,1.181149695682418411e-06,1.204546352608979709e-06,1.226095502965307535e-06,1.246335411662134183e-06,1.265589435677737221e-06,1.284037831231587724e-06,1.301804710001417625e-06,1.318977947990827947e-06,1.335593753637933195e-06,1.351675181983569556e-06,1.367254588335125235e-06,1.382329982362790145e-06,1.396909628696040543e-06,1.411001923672010962e-06,1.424541580578419884e-06
1.869999999999999929e+01,6.978846158744999292e-06,3.181291836232239457e-06,1.779299380127573888e-06,1.189963737371507909e-06,9.802867978900713530e-07,1.031810438753859297e-06,1.081481493541113482e-06,1.123943551988967778e-06,1.159217521748020706e-06,1.188726527124385867e-06,1.214346598369340470e-06,1.237319565035119814e-06,1.258469388197409309e-06,1.278343024343833022e-06,1.297263575121566124e-06,1.315409042234376680e-06,1.332900009532110237e-06,1.349820060880578951e-06,1.366200824091093909e-06,1.382063795319518752e-06,1.397441539745855467e-06,1.412326579148552611e-06,1.426726030464045111e-06,1.440645876457876149e-06,1.454021260605840538e-06
1.875000000000000000e+01,6.978846158745000139e-06,3.167182201397949690e-06,1.794542236045561941e-06,1.216545543875158097e-06,1.010859659141135827e-06,1.066693918932502439e-06,1.117446032446650210e-06,1.160064562197689977e-06,1.195046563889709879e-06,1.224078985500509820e-06,1.249174679509154880e-06,1.271631686305446632e-06,1.292301092520490353e-06,1.311736125939767958e-06,1.330259343443299564e-06,1.348044542104050220e-06,1.365208176385456618e-06,1.381828428669502724e-06,1.397931703484155888e-06,1.413537342332511502e-06,1.428677188662285978e-06,1.443337697357420232e-06,1.457525190543065987e-06,1.471243338668038232e-06,1.484426235338237950e-06
1.880000000000000071e+01,6.978846158745000139e-06,3.161057093953591598e-06,1.807042868913258947e-06,1.236900391508389394e-06,1.034164898956862121e-06,1.093091995067563623e-06,1.145025205074435879e-06,1.188105508931369874e-06,1.223177822953933388e-06,1.252120331132372404e-06,1.277056911202201263e-06,1.299331730372775499e-06,1.319816310511428042e-06,1.339077136964846850e-06,1.357441444901807082e-06,1.375082407594610351e-06,1.392115141690037671e-06,1.408613920301585701e-06,1.424604985044468875e-06,1.440106180062583833e-06,1.455147552480473686e-06,1.469715007728863805e-06,1.483813803687312049e-06,1.497447421094713339e-06,1.510548237572616872e-06
1.885000000000000142e+01,6.978846158745000139e-06,3.155227006372284754e-06,1.819442179532406908e-06,1.257025159581058556e-06,1.057201607828194322e-06,1.119176544475667290e-06,1.172294547265168112e-06,1.215847905844448963e-06,1.251024657054924734e-06,1.279891538861861346e-06,1.304682501086348365e-06,1.326787465163468783e-06,1.347098140996547618e-06,1.366194529628539208e-06,1.384408737503377987e-06,1.401913446400598453e-06,1.418822538295883316e-06,1.435206432170024367e-06,1.451091393700837578e-06,1.466493793959324204e-06,1.481441844041854732e-06,1.495921103789573986e-06,1.509935756881132208e-06,1.523489172773585880e-06,1.536511988491907499e-06
1.890000000000000213e+01,6.978846158745000139e-06,3.150889393733962243e-06,1.831163001351063261e-06,1.275563400573278589e-06,1.078274860418862220e-06,1.142962490641723164e-06,1.197176832196868853e-06,1.241193046408238379e-06,1.276500732543512545e-06,1.305332538349925720e-06,1.330019230290733108e-06,1.351996099914792268e-06,1.372175039906110265e-06,1.391146990396131369e-06,1.409248235952824768e-06,1.426650877527237390e-06,1.443467743443996472e-06,1.459767164553024301e-06,1.475574561088758093e-06,1.490905271962443885e-06,1.505784916095441733e-06,1.520199535253818056e-06,1.534152485580077780e-06,1.547647090633898438e-06,1.560612480018478334e-06
1.894999999999999929e+01,6.978846158745000139e-06,3.148897018315218675e-06,1.841968882755982296e-06,1.291792486140849847e-06,1.096434805928274569e-06,1.163301785734708289e-06,1.218464396775154239e-06,1.262916960722191427e-06,1.298387350082861836e-06,1.327238971387291619e-06,1.351876928963048383e-06,1.373783147548834830e-06,1.393890638474622029e-06,1.412796390958652916e-06,1.430838875018311809e-06,1.448189630799376790e-06,1.464960355334949042e-06,1.481219948870577546e-06,1.496991241973619389e-06,1.512289985954905236e-06,1.527138364588079513e-06,1.541523744244991923e-06,1.555448716904090009e-06,1.568916580443769168e-06,1.581855707439354927e-06
1.900000000000000000e+01,6.978846158745000986e-06,3.146904642896475107e-06,1.852774764160902388e-06,1.308021571708421951e-06,1.114594751437688188e-06,1.183641080827694897e-06,1.239751961353441319e-06,1.284640875036146170e-06,1.320273967622212397e-06,1.349145404424659212e-06,1.373734627635365140e-06,1.395570195182879087e-06,1.415606237043135275e-06,1.434445791521176158e-06,1.452429514083800543e-06,1.469728384071517249e-06,1.486452967225903094e-06,1.502672733188132274e-06,1.518407922858482168e-06,1.533674699947367858e-06,1.548491813080719199e-06,1.562847953236166849e-06,1.576744948228103509e-06,1.590186070253641381e-06,1.603098934860232790e-06
1.905000000000000071e+01,6.978846158745000986e-06,3.146013512653146179e-06,1.863815026515734994e-06,1.324055264994991483e-06,1.132415703290621718e-06,1.203466142696520060e-06,1.260422315862833698e-06,1.305686153100032376e-06,1.341445657649869412e-06,1.370317315065284488e-06,1.394848151124447182e-06,1.416608685205016885e-06,1.436571949715020885e-06,1.455345196147974442e-06,1.473271259069522741e-06,1.490520062108841294e-06,1.507201780723561002e-06,1.523384590269020523e-06,1.539087113437050957e-06,1.554326253726141794e-06,1.569116845429330456e-06,1.583448746997827429e-06,1.597323447827682237e-06,1.610743004345649609e-06,1.623635474736542097e-06
1.910000000000000142e+01,6.978846158745000139e-06,3.145928620331956319e-06,1.875018953741630369e-06,1.339925105061930165e-06,1.149936162899190788e-06,1.222830539055015314e-06,1.280555640481177063e-06,1.326149782507070824e-06,1.362009720989368729e-06,1.390868759863046487e-06,1.415333352508876528e-06,1.437015220684483206e-06,1.456903702087653999e-06,1.475610027923709713e-06,1.493478986046910357e-06,1.510678478515474880e-06,1.527318992093515657e-06,1.543466290949628362e-06,1.559138200617871683e-06,1.574351813446208617e-06,1.589118461692191626e-06,1.603428936509296887e-06,1.617284660023502415e-06,1.630685756756307152e-06,1.643560795307360311e-06
1.915000000000000213e+01,6.978846158745000139e-06,3.146519339245889666e-06,1.886457028482780866e-06,1.355756804827083851e-06,1.167285945617419653e-06,1.241863907197261654e-06,1.300294408075041092e-06,1.346184144726492111e-06,1.382122070894554972e-06,1.410953537945104153e-06,1.435344150937300725e-06,1.456942440341862265e-06,1.476751776524722269e-06,1.495387753349501941e-06,1.513196669164082416e-06,1.530345155248054012e-06,1.546942449494157007e-06,1.563053581444954008e-06,1.578694915113683784e-06,1.593882152207542713e-06,1.608625891650718182e-06,1.622916027574293385e-06,1.636752842787717958e-06,1.650137037913974044e-06,1.662995244455150515e-06
1.920000000000000284e+01,6.978846158745000139e-06,3.147110058159823438e-06,1.897895103223931786e-06,1.371588504592237749e-06,1.184635728335648730e-06,1.260897275339508205e-06,1.320033175668905120e-06,1.366218506945913609e-06,1.402234420799741427e-06,1.431038316027162031e-06,1.455354949365725134e-06,1.476869659999241746e-06,1.496599850961790750e-06,1.515165478775294804e-06,1.532914352281254475e-06,1.550011831980633567e-06,1.566565906894798568e-06,1.582640871940280289e-06,1.598251629609496309e-06,1.613412490968877445e-06,1.628133321609245161e-06,1.642403118639290306e-06,1.656221025551933712e-06,1.669588319071641359e-06,1.682429693602940931e-06
1.925000000000000000e+01,6.978846158745000139e-06,3.148733625862719494e-06,1.909994287912378633e-06,1.387870412888882845e-06,1.202346006194550267e-06,1.280156772652083589e-06,1.339918616801976994e-06,1.386343829100592817e-06,1.422397042463976056e-06,1.451141076740232993e-06,1.475359253068274655e-06,1.496769708583924636e-06,1.516403749055089693e-06,1.534884417964011399e-06,1.552560332488879955e-06,1.569595924235358914e-06,1.586097447330017058e-06,1.602127191019912409e-06,1.617699566088476721e-06,1.632827504254402841e-06,1.647519188668956173e-06,1.661763062758107156e-06,1.675557572017110420e-06,1.688903060679420504e-06,1.701723024041162656e-06
1.930000000000000071e+01,6.978846158744999292e-06,3.151380403510234620e-06,1.922662183651712619e-06,1.404458354958849743e-06,1.220239746365674663e-06,1.299433365106723412e-06,1.359732644469444211e-06,1.406338827496513256e-06,1.442388356386996707e-06,1.471041501952936909e-06,1.495137292620241626e-06,1.516424070072066691e-06,1.535945925465435738e-06,1.554328120735381755e-06,1.571919438119537666e-06,1.588883263908595833e-06,1.605323684350344527e-06,1.621300350140473471e-06,1.636827463424012552e-06,1.651916447276552936e-06,1.666573742455555173e-06,1.680786859645517608e-06,1.694554243082447834e-06,1.707873989914120257e-06,1.720668749200418931e-06
1.935000000000000142e+01,6.978846158745000139e-06,3.154027181157749747e-06,1.935330079391046182e-06,1.421046297028817064e-06,1.238133486536798848e-06,1.318709957561363023e-06,1.379546672136911427e-06,1.426333825892433906e-06,1.462379670310016934e-06,1.490941927165640824e-06,1.514915332172208809e-06,1.536078431560208322e-06,1.555488101875782206e-06,1.573771823506752322e-06,1.591278543750195589e-06,1.608170603581832752e-06,1.624549921370671997e-06,1.640473509261034744e-06,1.655955360759548595e-06,1.671005390298703242e-06,1.685628296242154173e-06,1.699810656532928060e-06,1.713550914147785460e-06,1.726844919148820221e-06,1.739614474359675628e-06
1.940000000000000213e+01,6.978846158745000139e-06,3.156943827996558889e-06,1.948153213585618085e-06,1.437734936286018365e-06,1.256079898618070474e-06,1.337993913942438912e-06,1.399355334785473418e-06,1.446316608194198530e-06,1.482353637149408188e-06,1.510821808512459928e-06,1.534670678643131829e-06,1.555709273980199505e-06,1.575005358758478950e-06,1.593189212100193927e-06,1.610609798392269695e-06,1.627428802547649315e-06,1.643745768888990340e-06,1.659616049007981852e-06,1.675051657214559940e-06,1.690062263029308118e-06,1.704650104510334612e-06,1.718800705135025180e-06,1.732513320548899128e-06,1.745780994061751414e-06,1.758526535082540173e-06
1.945000000000000284e+01,6.978846158745000139e-06,3.160298303256217654e-06,1.960540865542456436e-06,1.453610965235090829e-06,1.273051173778495224e-06,1.356153534663728280e-06,1.417956504265078111e-06,1.465046821332304222e-06,1.501048237688055525e-06,1.529407342335377694e-06,1.553122905905283380e-06,1.574032495312273431e-06,1.593211645415224493e-06,1.611292136791858694e-06,1.628623727802200289e-06,1.645367475651114671e-06,1.661619165631107375e-06,1.677433308176682962e-06,1.692819932943039055e-06,1.707788328900970514e-06,1.722338531875761890e-06,1.736455696734899156e-06,1.750136590478158084e-06,1.763374984499624734e-06,1.776095408881945628e-06
1.950000000000000000e+01,6.978846158745000139e-06,3.164649403582203765e-06,1.973505125170075844e-06,1.469818331077363115e-06,1.290220535170840196e-06,1.374370428390166889e-06,1.436534189433112260e-06,1.483698009072905352e-06,1.519621342476487104e-06,1.547838500595742128e-06,1.571393813945342985e-06,1.592151144282706345e-06,1.611192821203946084e-06,1.629152067351466032e-06,1.646378894067616219e-06,1.663033249903200565e-06,1.679206604088492049e-06,1.694952486762140432e-06,1.710279549772651375e-06,1.725195286261661675e-06,1.739698775146465705e-06,1.753773484772592726e-06,1.767414325782793956e-06,1.780616886056963177e-06,1.793306101461813639e-06
1.955000000000000071e+01,6.978846158745000139e-06,3.170802589463807884e-06,1.989375233960725742e-06,1.489277454942340282e-06,1.310700945184086667e-06,1.395911237568774416e-06,1.458440273567407003e-06,1.505649762098676079e-06,1.541452420341509039e-06,1.569479665720806190e-06,1.592826801260900487e-06,1.613383564602703934e-06,1.632243644460202893e-06,1.650043172657712391e-06,1.667131536289106043e-06,1.683665465920690775e-06,1.699734204634427668e-06,1.715388197811157483e-06,1.730632644343021492e-06,1.745476934334367982e-06,1.759919321815666441e-06,1.773934367318165178e-06,1.787521958656640339e-06,1.800679259773564499e-06,1.813324063068955267e-06
1.960000000000000142e+01,6.978846158745000139e-06,3.177252908553588877e-06,2.005815052327279020e-06,1.509405031763826402e-06,1.331886190829508676e-06,1.418173141386544450e-06,1.481076743358486064e-06,1.528331815125529165e-06,1.564009474657586443e-06,1.591840206342846219e-06,1.614972339954164751e-06,1.635320394164720282e-06,1.653991332126234661e-06,1.671624734277928824e-06,1.688568900025217513e-06,1.704977236638325925e-06,1.720937094054463368e-06,1.736495496577907695e-06,1.751654140202748110e-06,1.766423669609897106e-06,1.780802223255777350e-06,1.794755858640323366e-06,1.808288365243719913e-06,1.821398796735878631e-06,1.833996437293823689e-06
1.965000000000000213e+01,6.978846158745000139e-06,3.183474160345779562e-06,2.022112068536950944e-06,1.529435063131774345e-06,1.353015781802409104e-06,1.440402641196379459e-06,1.503697388914918138e-06,1.551009809606111325e-06,1.586572246774055864e-06,1.614214055871676093e-06,1.637138076017028766e-06,1.657281989975332594e-06,1.675767536579459566e-06,1.693238740709661007e-06,1.710041664734687665e-06,1.726327299923019555e-06,1.742180921093574647e-06,1.757646452848716491e-06,1.772723257883490268e-06,1.787419347375346994e-06,1.801734303298129200e-06,1.815629550058469912e-06,1.829109531595851618e-06,1.842174003680644071e-06,1.854725245752127983e-06
1.970000000000000284e+01,6.978846158745000139e-06,3.190804079697286930e-06,2.038348451518554554e-06,1.548857517287695647e-06,1.373194489377445989e-06,1.461427110604045641e-06,1.525001533189788491e-06,1.572307806929323162e-06,1.607716807491745782e-06,1.635144723167259304e-06,1.657842714405389306e-06,1.677772369005319458e-06,1.696064680832547775e-06,1.713366021370928501e-06,1.730017956842865836e-06,1.746173729323621219e-06,1.761914407371656330e-06,1.777278502988366174e-06,1.792269413746575352e-06,1.806886792975994096e-06,1.821126311997018409e-06,1.834956022302891501e-06,1.848377463643428720e-06,1.861385799416630441e-06,1.873885440774609813e-06
1.975000000000000000e+01,6.978846158745000139e-06,3.198494087479736378e-06,2.054565141199153814e-06,1.568082634087510543e-06,1.393064355850504330e-06,1.482060193519782281e-06,1.545878085914035700e-06,1.593157589630461283e-06,1.628400741835874332e-06,1.655606653715231413e-06,1.678072797220578363e-06,1.697784905838462091e-06,1.715881435394187800e-06,1.733010422610469642e-06,1.749508203818378610e-06,1.765531787650778462e-06,1.781157344223754179e-06,1.796417221722290371e-06,1.811320920941807674e-06,1.825857878132324808e-06,1.840018114958896164e-06,1.853779967238823911e-06,1.867140914704875470e-06,1.880089808770344160e-06,1.892536159763347013e-06
